"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"WRmarqiselee",5.1494999905,5.6274999525,5.03,6.224999905,2,"16565-29593","Marqise Lee","WR","FanDuel","","",6.224999905,4500,"JAX","CHI",FALSE,"marqiselee",0.350480446312012,6.95429904545414
"WRmarquisegoodwin",5.6374999809,6.3874999045,5.45,7.324999809,2,"16565-32243","Marquise Goodwin","WR","FanDuel","","",7.324999809,5500,"BUF","SF",TRUE,"marquisegoodwin",0.0331066956055817,5.82413897674413
"WRmarvinjonesjr",16.68000031,16.68000031,16.68000031,16.68000031,1,"16565-22103","Marvin Jones Jr.","WR","FanDuel","","",16.68000031,7700,"DET","LA",TRUE,"marvinjonesjr",0.211263016024411,20.2038674827787
"WRmichaelcrabtree",12.8,14.4,12.4,16.4,2,"16565-9392","Michael Crabtree","WR","FanDuel","","",16.4,7000,"OAK","KC",TRUE,"michaelcrabtree",0.316231478775135,16.8477629283217
"WRmichaelthomas",9.406000038,10.27000019,9.19,11.35000038,2,"16565-28573","Michael Thomas","WR","FanDuel","","",11.35000038,5400,"NO","CAR",TRUE,"michaelthomas",0.470417988230817,13.8307516531749
"WRmohamedsanu",5.836,6.22,5.74,6.7,2,"16565-22018","Mohamed Sanu","WR","FanDuel","","",6.7,5500,"ATL","SEA",FALSE,"mohamedsanu",-0.180977790591673,4.77981361410699
"WRnelsonagholor",5.8855000191,6.3475000955,5.77,6.925000191,2,"16565-29683","Nelson Agholor","WR","FanDuel","","",6.925000191,5500,"PHI","WAS",FALSE,"nelsonagholor",-0.458580609448678,3.18652383343092
"WRodellbeckhamjr",15.202000031,13.370000155,11.08000031,15.66,2,"16565-31360","Odell Beckham Jr.","WR","FanDuel","","",11.08000031,8300,"NYG","BAL",TRUE,"odellbeckhamjr",0.594298887972188,24.2365317443765
"WRpaulrichardson",1.9820000048,2.190000024,1.93,2.450000048,2,"16565-26610","Paul Richardson","WR","FanDuel","","",2.450000048,4500,"SEA","ATL",TRUE,"paulrichardson",0.16270135414374,2.30447408949386
"WRphillipdorsett",7.3420000305,7.2700001525,7.180000305,7.36,2,"16565-25813","Phillip Dorsett","WR","FanDuel","","",7.180000305,6600,"IND","HOU",FALSE,"phillipdorsett",-0.37192219128954,4.61134729070857
"WRpierregarcon",6.623,7.235,6.47,8,2,"16565-6774","Pierre Garcon","WR","FanDuel","","",8,6000,"WAS","PHI",TRUE,"pierregarcon",0.592259635021576,10.5455355627479
"WRquintonpatton",2.9560000153,3.2600000765,2.88,3.640000153,2,"16565-39427","Quinton Patton","WR","FanDuel","","",3.640000153,4700,"SF","BUF",FALSE,"quintonpatton",-0.261099171788636,2.18419085949797
"WRrandallcobb",11.6025000191,10.4125000955,8.925000191,11.9,2,"16565-14257","Randall Cobb","WR","FanDuel","","",8.925000191,7000,"GB","DAL",TRUE,"randallcobb",0.273707220440472,14.7781880494884
"WRrashardhiggins",1.395,0.775,0,1.55,2,"16565-45791","Rashard Higgins","WR","FanDuel","","",0,4500,"CLE","TEN",FALSE,"rashardhiggins",0.379444597137898,1.92432521300737
"WRricardolouis",2.6965000095,2.8425000475,2.66,3.025000095,2,"16565-31263","Ricardo Louis","WR","FanDuel","","",3.025000095,4500,"CLE","TEN",FALSE,"ricardolouis",0.173530826403069,3.16442588454442
"WRrishardmatthews",5.6810000153,6.2850000765,5.53,7.040000153,2,"16565-22163","Rishard Matthews","WR","FanDuel","","",7.040000153,5400,"TEN","CLE",TRUE,"rishardmatthews",-0.166927580823308,4.7326844260888
"WRrobertwoods",8.2510000076,7.215000038,5.920000076,8.51,2,"16565-29685","Robert Woods","WR","FanDuel","","",5.920000076,5500,"BUF","SF",TRUE,"robertwoods",0.1803246119141,9.73885838187371
"WRrodstreater",1.0489999936,1.204999968,1.01,1.399999936,2,"16565-22938","Rod Streater","WR","FanDuel","","",1.399999936,4500,"SF","BUF",FALSE,"rodstreater",-0.188450064130042,0.851315877533666
"WRsammiecoates",9.093999969,10.749999845,8.68,12.81999969,2,"16565-31241","Sammie Coates","WR","FanDuel","Q","Thumb",12.81999969,6400,"PIT","MIA",FALSE,"sammiecoates",0.804951823998846,16.414231831492
"WRsethroberts",4.92,5.8,4.7,6.9,2,"16565-54741","Seth Roberts","WR","FanDuel","","",6.9,5400,"OAK","KC",TRUE,"sethroberts",-0.152960162383235,4.16743600107448
"WRsterlingshepard",9.753000015,9.925000075,9.71,10.14000015,2,"16565-27477","Sterling Shepard","WR","FanDuel","","",10.14000015,6700,"NYG","BAL",TRUE,"sterlingshepard",0.129483982391616,11.0158572972077
"WRtajaesharpe",7.1909999924,6.474999962,5.579999924,7.37,2,"16565-47523","Tajae Sharpe","WR","FanDuel","","",5.579999924,5100,"TEN","CLE",TRUE,"tajaesharpe",-0.185859627257227,5.85448341420581
"WRtavonaustin",8.8599999847,8.8599999235,8.859999847,8.86,2,"16565-26458","Tavon Austin","WR","FanDuel","","",8.859999847,5700,"LA","DET",FALSE,"tavonaustin",-0.00627743561724325,8.80438190522727
"WRtaylorgabriel",1.695333346,2.95666673,1.38,4.53333346,2,"16565-54753","Taylor Gabriel","WR","FanDuel","","",4.53333346,4800,"ATL","SEA",FALSE,"taylorgabriel",0,1.695333346
"WRtedginnjr",3.440000153,3.440000153,3.440000153,3.440000153,1,"16565-6627","Ted Ginn Jr.","WR","FanDuel","","",3.440000153,5900,"CAR","NO",FALSE,"tedginnjr",-0.319675213769278,2.34031736872338
"WRtommyleelewis",2.700000127,2.700000127,2.700000127,2.700000127,1,"16565-43826","Tommylee Lewis","WR","FanDuel","","",2.700000127,4500,"NO","CAR",TRUE,"tommyleelewis",0.156661482875068,3.12298615065869
"WRtorreysmith",6.0380000076,5.230000038,4.220000076,6.24,2,"16565-14288","Torrey Smith","WR","FanDuel","","",4.220000076,5300,"SF","BUF",FALSE,"torreysmith",-0.185978137598747,4.91506401136533
"WRtylerboyd",4.9989999847,4.7149999235,4.359999847,5.07,2,"16565-40669","Tyler Boyd","WR","FanDuel","","",4.359999847,5000,"CIN","NE",FALSE,"tylerboyd",-0.373280930327152,3.13296861970576
"WRtylerlockett",7.3524999905,5.9624999525,4.224999905,7.7,2,"16565-27050","Tyler Lockett","WR","FanDuel","","",4.224999905,5300,"SEA","ATL",TRUE,"tylerlockett",0.714446788106433,12.6054699932653
"WRtymontgomery",2.7,1.5,0,3,2,"16565-29734","Ty Montgomery","WR","FanDuel","","",0,4500,"GB","DAL",TRUE,"tymontgomery",-0.143158705728328,2.31347149453351
"WRtyreekhill",5.900000095,5.900000095,5.900000095,5.900000095,1,"16565-53681","Tyreek Hill","WR","FanDuel","","",5.900000095,4500,"KC","OAK",FALSE,"tyreekhill",-0.402161041341394,3.52724991288048
"WRvictorcruz",6.607,6.915,6.53,7.3,2,"16565-11999","Victor Cruz","WR","FanDuel","","",7.3,5500,"NYG","BAL",TRUE,"victorcruz",0.27097843829853,8.39735454183839
"WRwillfuller",8.162000015,9.930000075,7.72,12.14000015,2,"16565-42028","Will Fuller","WR","FanDuel","Q","Hamstring",12.14000015,6900,"HOU","IND",TRUE,"willfuller",0.220264853314021,9.95980175105302
