"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"WRlarryfitzgerald",14.143500038,14.178750095,14.12,14.23750019,2,"16864-6883","Larry Fitzgerald","WR","FanDuel","",14.23750019,7200,"ARI","SF",TRUE,"larryfitzgerald",0.0107506186543151,14.2955514133458
"WRluckywhitehead",1.2305,1.26125,1.21,1.3125,2,"16864-47953","Lucky Whitehead","WR","FanDuel","",1.3125,4500,"DAL","PIT",FALSE,"luckywhitehead",-0.364281207400353,0.782251974293866
"WRmalcolmmitchell",2.9999999924,2.714999981,2.239999962,3.19,2,"16864-30428","Malcolm Mitchell","WR","FanDuel","",2.239999962,4500,"NE","SEA",TRUE,"malcolmmitchell",-0.447361022104733,1.65791692948574
"WRmarqiselee",7.387499981,7.4437499525,7.35,7.537499905,2,"16864-29593","Marqise Lee","WR","FanDuel","",7.537499905,5000,"JAX","HOU",TRUE,"marqiselee",0.159609703072424,8.56661665941495
"WRmarquesswilson",1.207272755,3.0181818875,0,6.036363775,2,"16864-30108","Marquess Wilson","WR","FanDuel",NA,6.036363775,4500,"CHI","TB",FALSE,"marquesswilson",-0.138235974105672,1.04038422970134
"WRmichaelfloyd",6.7440000218,7.0650000545,6.53,7.600000109,2,"16864-21952","Michael Floyd","WR","FanDuel","",7.600000109,5000,"ARI","SF",TRUE,"michaelfloyd",-0.12550143324741,5.89761835324354
"WRmichaelthomas",11.538000076,12.40500019,10.96,13.85000038,2,"16864-28573","Michael Thomas","WR","FanDuel","",13.85000038,6400,"NO","DEN",TRUE,"michaelthomas",-0.0261767057748921,11.2359732427799
"WRmikeevans",16.872,17.67,16.34,19,2,"16864-32384","Mike Evans","WR","FanDuel","",19,8500,"TB","CHI",TRUE,"mikeevans",-0.13936230222948,14.5206792367842
"WRmohamedsanu",8.6715555216,8.673888804,8.67,8.677777608,2,"16864-22018","Mohamed Sanu","WR","FanDuel","",8.677777608,5600,"ATL","PHI",FALSE,"mohamedsanu",1.43070971133994,21.0780342187766
"WRnelsonagholor",4.813500019,5.1037500475,4.62,5.587500095,2,"16864-29683","Nelson Agholor","WR","FanDuel","",5.587500095,5400,"PHI","ATL",TRUE,"nelsonagholor",-0.162823864186251,4.02974734564583
"WRpaulrichardson",1.6148571538,1.9521428845,1.39,2.514285769,2,"16864-26610","Paul Richardson","WR","FanDuel","",2.514285769,4500,"SEA","NE",FALSE,"paulrichardson",0.0348904491400661,1.67120024519313
"WRpierregarcon",6.8939999618,7.2899999045,6.63,7.949999809,2,"16864-6774","Pierre Garcon","WR","FanDuel","",7.949999809,5400,"WAS","MIN",TRUE,"pierregarcon",0.0148346782751627,6.99627023326229
"WRquincyenunwa",8.6942221544,9.150555386,8.39,9.911110772,2,"16864-27266","Quincy Enunwa","WR","FanDuel","",9.911110772,5800,"NYJ","LA",TRUE,"quincyenunwa",0.542357352890644,13.4095974675036
"WRquintonpatton",5.260999981,5.2474999525,5.224999905,5.27,2,"16864-39427","Quinton Patton","WR","FanDuel","",5.224999905,4500,"SF","ARI",FALSE,"quintonpatton",-0.229955808214358,4.05120247835342
"WRrandallcobb",11.670857142,11.687142855,11.66,11.71428571,2,"16864-14257","Randall Cobb","WR","FanDuel","",11.71428571,6600,"GB","TEN",FALSE,"randallcobb",-0.0382063093654336,11.224956763473
"WRrashadross",1.1879999904,1.229999976,1.16,1.299999952,2,"16864-29084","Rashad Ross","WR","FanDuel","",1.299999952,4500,"WAS","MIN",TRUE,"rashadross",-0.320699516473615,0.807008967908061
"WRrishardmatthews",9.9426666666,9.9016666665,9.833333333,9.97,2,"16864-22163","Rishard Matthews","WR","FanDuel","",9.833333333,5800,"TEN","GB",TRUE,"rishardmatthews",-0.119349614113054,8.75601323668657
"WRrobbyanderson",4.657142639,4.657142639,4.657142639,4.657142639,1,"16864-26251","Robby Anderson","WR","FanDuel","",4.657142639,4700,"NYJ","LA",TRUE,"robbyanderson",0.658063947736259,7.7218403091912
"WRrodstreater",1.4520000076,1.380000019,1.260000038,1.5,2,"16864-22938","Rod Streater","WR","FanDuel","",1.260000038,4500,"SF","ARI",FALSE,"rodstreater",-0.200145613568488,1.16138857517745
"WRryangrant",1.6679999936,1.304999984,0.699999968,1.91,2,"16864-33703","Ryan Grant","WR","FanDuel","",0.699999968,4500,"WAS","MIN",TRUE,"ryangrant",-0.395542564688094,1.00823499823173
"WRsammiecoates",8.153,8.1425,8.125,8.16,2,"16864-31241","Sammie Coates","WR","FanDuel","",8.125,5400,"PIT","DAL",TRUE,"sammiecoates",0.651908837521636,13.4680127523139
"WRstefondiggs",12.497142814,12.717857035,12.35,13.08571407,2,"16864-25079","Stefon Diggs","WR","FanDuel","",13.08571407,6700,"MIN","WAS",FALSE,"stefondiggs",0.287249997686897,16.0869470584143
"WRtajaesharpe",5.8306666498,5.5316666245,5.033333249,6.03,2,"16864-47523","Tajae Sharpe","WR","FanDuel","",5.033333249,4600,"TEN","GB",TRUE,"tajaesharpe",-0.219259740145274,4.55223619529114
"WRtannermcevoy",3.224000168,3.224000168,3.224000168,3.224000168,1,"16864-30652","Tanner McEvoy","WR","FanDuel","",3.224000168,5000,"SEA","NE",FALSE,"tannermcevoy",-0.143059925846175,2.76277494303786
"WRtavonaustin",8.1180000382,8.2800000955,8.01,8.550000191,2,"16864-26458","Tavon Austin","WR","FanDuel","",8.550000191,5400,"LA","NYJ",FALSE,"tavonaustin",-0.105720346066044,7.25976226479734
"WRtaylorgabriel",3.9433332824,5.283333206,3.05,7.516666412,2,"16864-54753","Taylor Gabriel","WR","FanDuel","",7.516666412,4600,"ATL","PHI",FALSE,"taylorgabriel",0.713647159361554,6.75748187780063
"WRtedginnjr",5,5,5,5,1,"16864-6627","Ted Ginn Jr.","WR","FanDuel","",5,5300,"CAR","KC",TRUE,"tedginnjr",-0.162896361025474,4.18551819487263
"WRterrancewilliams",4.9994285714,5.8835714285,4.41,7.357142857,2,"16864-31836","Terrance Williams","WR","FanDuel","",7.357142857,5200,"DAL","PIT",FALSE,"terrancewilliams",-0.199902163525,4.00003198358844
"WRtommyleelewis",1.916666667,1.916666667,1.916666667,1.916666667,1,"16864-43826","Tommylee Lewis","WR","FanDuel","",1.916666667,4500,"NO","DEN",TRUE,"tommyleelewis",-0.0427064535456855,1.8348126310232
"WRtylerlockett",6.0614999904,5.283749976,3.987499952,6.58,2,"16864-27050","Tyler Lockett","WR","FanDuel","",3.987499952,4900,"SEA","NE",FALSE,"tylerlockett",-0.00106133267969644,6.05506672237221
"WRtyreekhill",7.862500191,7.862500191,7.862500191,7.862500191,1,"16864-53681","Tyreek Hill","WR","FanDuel","",7.862500191,4700,"KC","CAR",FALSE,"tyreekhill",-0.174149199604827,6.49325207584455
"WRwillfuller",1.934285627,4.8357140675,0,9.671428135,2,"16864-42028","Will Fuller","WR","FanDuel","Q",9.671428135,6300,"HOU","JAX",FALSE,"willfuller",0.192471873543678,2.3065812055973
