"","id","Name","Position","PassingCompletions","PassingAttempts","PassingYards","PassingTD","Interceptions","RushingAttempts","RushingYards","RushingTD","Receptions","ReceptionYards","ReceptionTD","MiscFumTD","Misc2Point","FumblesLost","Source","PredictedPoints"
"721","","Andre Williams","RB",0,0,0,0,0,77.4,287.3,2.3,2.2,16.7,0.1,-1,-1,-1,"ESPN",2.7
"821","","Fozzy Whittaker","RB",0,0,0,0,0,19,77.3,0.5,7.4,55.5,0.3,-1,-1,-1,"ESPN",1.05625
"921","","Mike Davis","RB",0,0,0,0,0,19.8,76.3,0.5,4.2,30.7,0.1,-1,-1,-1,"ESPN",0.83125
"1021","","Malcolm Brown","RB",0,0,0,0,0,12.8,51.9,0.4,3.4,26.4,0.1,-1,-1,-1,"ESPN",0.60625
"1121","","Alfred Blue","RB",0,0,0,0,0,39.1,150.5,1,4.1,30.6,0.1,-1,-1,-1,"ESPN",1.51875
"1221","","Josh Ferguson","RB",0,0,0,0,0,35.5,138.1,0.6,8.7,64.9,0.3,-1,-1,-1,"ESPN",1.5125
"1321","","Alex Collins","RB",0,0,0,0,0,9.1,34.8,0.2,0,0,0,-1,-1,-1,"ESPN",0.26875
"1421","","Karlos Williams","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",-0.08125
"1521","","Dexter McCluster","RB",0,0,0,0,0,18.1,76.7,0.4,16.7,150.9,0.8,-1,-1,-1,"ESPN",2.01875
"1621","","Jonathan Williams","RB",0,0,0,0,0,9.2,34.8,0.3,0,0,0,-1,-1,-1,"ESPN",0.29375
"1721","","Mike Tolbert","RB",0,0,0,0,0,47.5,182.1,1.9,15.5,125.4,0.9,-1,-1,-1,"ESPN",2.8625
"1821","","Fitzgerald Toussaint","RB",0,0,0,0,0,25.8,105.2,0.7,7.1,53.2,0.3,-1,-1,-1,"ESPN",1.26875
"1921","","Kenjon Barner","RB",0,0,0,0,0,22.3,95.2,0.8,8.3,62.1,0.2,-1,-1,-1,"ESPN",1.3
"2021","","Jacquizz Rodgers","RB",0,0,0,0,0,38.6,152.1,0.9,16.5,120.2,0.4,-1,-1,-1,"ESPN",2.18125
"2121","","Dwayne Washington","RB",0,0,0,0,0,17.8,69.5,0.6,4.6,35.2,0.1,-1,-1,-1,"ESPN",0.8125
"2221","","Stevan Ridley","RB",0,0,0,0,0,19.5,79.2,0.5,4.3,32.4,0.2,-1,-1,-1,"ESPN",0.8625
"2321","","Steven Jackson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2421","","John Kuhn","RB",0,0,0,0,0,3.9,12.4,0.2,2.4,17.9,0.2,-1,-1,-1,"ESPN",0.26875
"2521","","Fred Jackson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2621","","Marshawn Lynch","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2721","","Ahmad Bradshaw","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2821","","Pierre Thomas","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2921","","Ray Rice","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3021","","Jerome Felton","RB",0,0,0,0,0,0,0,0,1.6,11.8,0.1,-1,-1,-1,"ESPN",0.1
"3121","","Marcel Reece","RB",0,0,0,0,0,8.4,27.6,0.3,11.8,84.9,0.8,-1,-1,-1,"ESPN",1.05
"3221","","Donald Brown","RB",0,0,0,0,0,5.8,23.2,0.2,4.4,33.5,0.2,-1,-1,-1,"ESPN",0.425
"3321","","Jorvorskie Lane","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3421","","Knowshon Moreno","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3521","","Cedric Peerman*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3621","","Marcus Thigpen","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3721","","Darrel Young","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3821","","Antone Smith","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3921","","Ben Tate","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4021","","Toby Gerhart","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4121","","Boobie Dixon","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4221","","Joique Bell","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"432","","James Develin","RB",0,0,0,0,0,7.8,25.1,0.4,4.4,32.3,0.3,-1,-1,-1,"ESPN",0.56875
"46","","Tyler Clutts","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"53","","Ryan Williams","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"63","","Daniel Thomas","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"73","","Anthony Sherman","RB",0,0,0,0,0,0,0,0,3.6,26.7,0.2,-1,-1,-1,"ESPN",0.1875
"83","","Kendall Hunter","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"93","","Taiwan Jones","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.0375
"103","","Jordan Todman","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"113","","Roy Helu Jr.*","RB",0,0,0,0,0,7.3,28.6,0.2,4.1,30.3,0.2,-1,-1,-1,"ESPN",0.43125
"123","","DuJuan Harris","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"133","","Patrick DiMarco","RB",0,0,0,0,0,1.9,6.3,0.1,9.1,66.4,0.4,-1,-1,-1,"ESPN",0.56875
"143","","Matt Asiata","RB",0,0,0,0,0,17.2,66.6,0.8,11,83.7,0.3,-1,-1,-1,"ESPN",1.2625
"153","","Chase Reynolds","RB",0,0,0,0,0,4.3,16.1,0.1,0,0,0,-1,-1,-1,"ESPN",0.10625
"163","","Will Johnson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"173","","Trent Richardson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"183","","Isaiah Pead","RB",0,0,0,0,0,3.6,13.7,0.1,4.4,32,0.1,-1,-1,-1,"ESPN",0.325
"193","","Chris Polk","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"203","","LaMike James","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"213","","Bernard Pierce","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"223","","Cyrus Gray","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"233","","Vick Ballard","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"243","","Daniel Herron","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"253","","Bryce Brown","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"263","","Daryl Richardson","RB",0,0,0,0,0,2.2,8.6,0.1,0,0,0,-1,-1,-1,"ESPN",0.01875
"273","","Cory Harkey","RB",0,0,0,0,0,0,0,0,6.6,51.2,0.3,-1,-1,-1,"ESPN",0.40625
"283","","Joe Banyard","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"293","","Derrick Coleman","RB",0,0,0,0,0,9,29,0.4,1.7,13,0.1,-1,-1,-1,"ESPN",0.38125
"303","","Jonas Gray","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"313","","Travaris Cadet","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"323","","Brandon Bolden","RB",0,0,0,0,0,31.2,126.2,1,8.9,66.4,0.3,-1,-1,-1,"ESPN",1.6
"333","","Bobby Rainey","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"343","","Jonathan Grimes","RB",0,0,0,0,0,4.3,17.1,0.1,8.3,61.2,0.2,-1,-1,-1,"ESPN",0.56875
"353","","Jamize Olawale","RB",0,0,0,0,0,16,66.5,0.4,6,44.5,0.4,-1,-1,-1,"ESPN",0.9125
"363","","Montee Ball","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"373","","Knile Davis","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.0125
"383","","Denard Robinson","RB",0,0,0,0,0,7.3,28.8,0.2,1.9,14.5,0.1,-1,-1,-1,"ESPN",0.26875
"393","","Mike James","RB",0,0,0,0,0,8.3,32.2,0.2,0,0,0,-1,-1,-1,"ESPN",0.25625
"403","","Rex Burkhead","RB",0,0,0,0,0,8.7,34.1,0.2,7.4,60.5,0.2,-1,-1,-1,"ESPN",0.73125
"413","","Tommy Bohanon","RB",0,0,0,0,0,0,0,0,2,15,0.1,-1,-1,-1,"ESPN",0.10625
"423","","Stepfan Taylor","RB",0,0,0,0,0,2.1,7.9,0.1,2.1,15.3,0.1,-1,-1,-1,"ESPN",0.1125
"433","","Zac Stacy","RB",0,0,0,0,0,0,0,0,2,15.2,0.1,-1,-1,-1,"ESPN",0.125
"47","","Kyle Juszczyk","RB",0,0,0,0,0,0,0,0,23.9,203.5,1.5,-1,-1,-1,"ESPN",1.7875
"54","","Joseph Randle","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"64","","Kerwynn Williams","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.0125
"74","","Kendall Gaskins","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"84","","Steven Miller","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"94","","Zach Line","RB",0,0,0,0,0,6.4,21.7,0.4,3.6,27.2,0.2,-1,-1,-1,"ESPN",0.45
"104","","George Winn","RB",0,0,0,0,0,1.8,7.1,0.1,0,0,0,-1,-1,-1,"ESPN",0.01875
"114","","Dri Archer","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"124","","Tre Mason*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"134","","Bishop Sankey","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"144","","Tyler Gaffney","RB",0,0,0,0,0,30.9,132.9,1.2,4.4,33.2,0.2,-1,-1,-1,"ESPN",1.49375
"154","","Storm Johnson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"164","","Lache Seastrunk","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"174","","Lorenzo Taliaferro*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"184","","Marion Grice","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"194","","Damien Williams","RB",0,0,0,0,0,10.7,43,0.3,4.4,32,0.1,-1,-1,-1,"ESPN",0.58125
"204","","Juwan Thompson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"214","","Kapri Bibbs","RB",0,0,0,0,0,4.3,16.8,0.1,0,0,0,-1,-1,-1,"ESPN",0.10625
"224","","Antonio Andrews","RB",0,0,0,0,0,2.3,8.9,0.1,0,0,0,-1,-1,-1,"ESPN",0.025
"234","","Darrin Reaves","RB",0,0,0,0,0,3.8,14.8,0.2,0,0,0,-1,-1,-1,"ESPN",0.11875
"244","","Silas Redd*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"254","","Ryan Hewitt","RB",0,0,0,0,0,0,0,0,8.1,60.8,0.5,-1,-1,-1,"ESPN",0.55625
"264","","Trey Watts","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"274","","Austin Johnson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"284","","Jay Prosch","RB",0,0,0,0,0,4.3,14.4,0.2,0,0,0,-1,-1,-1,"ESPN",0.1375
"294","","Orleans Darkwa","RB",0,0,0,0,0,2,8.2,0,0,0,0,-1,-1,-1,"ESPN",0.01875
"304","","Senorise Perry","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"314","","Glenn Winston*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"324","","Roosevelt Nix","RB",0,0,0,0,0,0,0,0,2.2,16.6,0.1,-1,-1,-1,"ESPN",0.11875
"334","","Marcus Murphy","RB",0,0,0,0,0,3.9,14.8,0.1,2.5,18.3,0.1,-1,-1,-1,"ESPN",0.475
"344","","Michael Burton","RB",0,0,0,0,0,1.8,6.1,0.1,4.4,34.3,0.3,-1,-1,-1,"ESPN",0.3125
"354","","Jalston Fowler","RB",0,0,0,0,0,2.3,7.6,0.1,3.3,25.3,0.2,-1,-1,-1,"ESPN",0.2375
"364","","Malcolm Johnson","RB",0,0,0,0,0,0,0,0,3.7,27.4,0.2,-1,-1,-1,"ESPN",0.19375
"374","","Joey Iosefa","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"384","","David Cobb","RB",0,0,0,0,0,2.2,8.9,0.1,0,0,0,-1,-1,-1,"ESPN",0.01875
"394","","Kenny Hilliard","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"404","","Josh Robinson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"414","","Aaron Ripkowski","RB",0,0,0,0,0,4,13.6,0.2,4,29.9,0.3,-1,-1,-1,"ESPN",0.3625
"424","","Tyler Varga","RB",0,0,0,0,0,1.9,7.3,0,0,0,0,-1,-1,-1,"ESPN",0.025
"434","","Michael Dyer","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"48","","John Crockett*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"55","","Terrence Magee","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"65","","Gus Johnson","RB",0,0,0,0,0,19.3,74.7,0.4,4.6,33.3,0.1,-1,-1,-1,"ESPN",0.825
"75","","Terron Ward","RB",0,0,0,0,0,7.7,29.8,0.2,4.7,34.1,0.1,-1,-1,-1,"ESPN",0.43125
"85","","Jarryd Hayne","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.00625
"95","","Brandon Wegher","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"105","","Alonzo Harris","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"115","","Corey Grant","RB",0,0,0,0,0,3.6,14.4,0.1,0,0,0,-1,-1,-1,"ESPN",0.15625
"125","","Nikita Whitlock*","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"135","","Raheem Mostert","RB",0,0,0,0,0,1.9,7.3,0,0,0,0,-1,-1,-1,"ESPN",0.09375
"145","","Rod Smith","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"155","","Trey Williams","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"165","","Akeem Hunt","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"175","","Andy Janovich","RB",0,0,0,0,0,2.1,7.1,0.1,0,0,0,-1,-1,-1,"ESPN",0.04375
"185","","Derek Watt","RB",0,0,0,0,0,0,0,0,2.2,16.2,0.1,-1,-1,-1,"ESPN",0.10625
"195","","Kelvin Taylor","RB",0,0,0,0,0,11.9,45.1,0.2,4.2,30.7,0.1,-1,-1,-1,"ESPN",0.55
"205","","Darius Jackson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"215","","Daniel Lasco","RB",0,0,0,0,0,3.9,14.8,0.1,0,0,0,-1,-1,-1,"ESPN",0.10625
"225","","Zac Brooks","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"235","","Terrell Watson","RB",0,0,0,0,0,14.9,58.5,0.5,1.9,14.1,0.1,-1,-1,-1,"ESPN",0.5625
"245","","Brandon Wilds","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"255","","Jhurell Pressley","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"265","","Byron Marshall","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"275","","George Atkinson III","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"285","","James Wilder Jr.","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"295","","D.J. Foster","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"305","","Dreamius Smith","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"315","","Devon Johnson","RB",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"325","","Robert Kelley","RB",0,0,0,0,0,72,287.4,1.7,4.3,32.7,0.1,-1,-1,-1,"ESPN",2.575
"417","","Antonio Brown","WR",0,0,0,0,0,3.9,25.1,0.1,134.5,1804.3,10.5,-1,-1,-1,"ESPN",15.66875
"58","","Odell Beckham Jr.","WR",0,0,0,0,0,0,0,0,100.4,1505,9.3,-1,-1,-1,"ESPN",12.8125
"68","","Julio Jones","WR",0,0,0,0,0,0,0,0,126.9,1761.9,7.3,-1,-1,-1,"ESPN",13.625
"78","","DeAndre Hopkins","WR",0,0,0,0,0,0,0,0,97.1,1382.4,8.1,-1,-1,-1,"ESPN",11.6375
"88","","A.J. Green","WR",0,0,0,0,0,0,0,0,87.8,1285.1,9,-1,-1,-1,"ESPN",11.35
"98","","Allen Robinson","WR",0,0,0,0,0,0,0,0,82.6,1309,8.5,-1,-1,-1,"ESPN",11.2875
"108","","Dez Bryant","WR",0,0,0,0,0,0,0,0,80.8,1160.9,9.1,-1,-1,-1,"ESPN",10.63125
"118","","Jordy Nelson","WR",0,0,0,0,0,0,0,0,79.9,1202,8.2,-1,-1,-1,"ESPN",10.5625
"128","","Brandon Marshall","WR",0,0,0,0,0,0,0,0,96.7,1278.5,8.6,-1,-1,-1,"ESPN",11.075
"138","","Alshon Jeffery","WR",0,0,0,0,0,0,0,0,88.2,1275.4,7.6,-1,-1,-1,"ESPN",10.7375
"148","","Mike Evans","WR",0,0,0,0,0,0,0,0,78.7,1183.8,7.9,-1,-1,-1,"ESPN",10.3375
"158","","Sammy Watkins","WR",0,0,0,0,0,2.3,14.2,0.1,73.1,1165.6,7.6,-1,-1,-1,"ESPN",10.225
"168","","Brandin Cooks","WR",0,0,0,0,0,7.8,48.4,0.3,88.3,1067.8,6.7,-1,-1,-1,"ESPN",9.475
"178","","Amari Cooper","WR",0,0,0,0,0,3.8,23.7,0.1,81.2,1067.7,7.1,-1,-1,-1,"ESPN",9.4625
"188","","Demaryius Thomas","WR",0,0,0,0,0,0,0,0,85.3,1099,6.4,-1,-1,-1,"ESPN",9.175
"198","","Keenan Allen","WR",0,0,0,0,0,0,0,0,105.9,1200.9,6.3,-1,-1,-1,"ESPN",9.9
"208","","T.Y. Hilton","WR",0,0,0,0,0,1.8,11.2,0,75.5,1198.9,6.7,-1,-1,-1,"ESPN",10.0125
"218","","Julian Edelman","WR",0,0,0,0,0,7.8,48.5,0.2,87.9,937.6,6.5,-1,-1,-1,"ESPN",8.575
"228","","Doug Baldwin","WR",0,0,0,0,0,0,0,0,75.3,998.5,7.2,-1,-1,-1,"ESPN",8.875
"238","","Jarvis Landry","WR",0,0,0,0,0,14.2,59.5,0.4,105.9,1050.7,5.6,-1,-1,-1,"ESPN",9.16875
"248","","Jeremy Maclin","WR",0,0,0,0,0,3.8,24,0.2,86.5,1160.1,5.3,-1,-1,-1,"ESPN",9.34375
"258","","Randall Cobb","WR",0,0,0,0,0,16.2,74.3,0.4,82.2,973.5,7.1,-1,-1,-1,"ESPN",9.35625
"268","","Eric Decker","WR",0,0,0,0,0,0,0,0,86.4,1143.8,8.3,-1,-1,-1,"ESPN",10.2625
"278","","Golden Tate","WR",0,0,0,0,0,7.1,45.6,0.2,87.3,1025.6,5.1,-1,-1,-1,"ESPN",8.63125
"288","","Donte Moncrief","WR",0,0,0,0,0,0,0,0,78.2,974.4,7.6,-1,-1,-1,"ESPN",8.88125
"298","","Emmanuel Sanders","WR",0,0,0,0,0,4.3,27,0.1,76,1050.6,4.4,-1,-1,-1,"ESPN",8.4125
"308","","Kelvin Benjamin","WR",0,0,0,0,0,0,0,0,64.1,862.2,8.1,-1,-1,-1,"ESPN",8.425
"318","","Michael Floyd","WR",0,0,0,0,0,0,0,0,60.9,958.1,6.8,-1,-1,-1,"ESPN",8.475
"328","","Larry Fitzgerald","WR",0,0,0,0,0,0,0,0,84.3,966,6.9,-1,-1,-1,"ESPN",8.56875
"338","","John Brown","WR",0,0,0,0,0,4.2,26,0.1,64.8,976.5,6,-1,-1,-1,"ESPN",8.48125
"348","","Jordan Matthews","WR",0,0,0,0,0,0,0,0,84.1,1016.3,6,-1,-1,-1,"ESPN",8.50625
"358","","DeSean Jackson","WR",0,0,0,0,0,0,0,0,58.9,1045,4.8,-1,-1,-1,"ESPN",8.3125
"368","","Marvin Jones","WR",0,0,0,0,0,0,0,0,72,1028.5,5.7,-1,-1,-1,"ESPN",8.4875
"378","","Allen Hurns","WR",0,0,0,0,0,0,0,0,55.4,759.6,5.2,-1,-1,-1,"ESPN",6.58125
"388","","Michael Crabtree","WR",0,0,0,0,0,0,0,0,72.4,820.6,7.1,-1,-1,-1,"ESPN",7.78125
"397","","DeVante Parker","WR",0,0,0,0,0,0,0,0,58,845.8,5,-1,-1,-1,"ESPN",7.1125
"407","","Tyler Lockett","WR",0,0,0,0,0,4.5,28.3,0.1,54.7,823.6,5.9,-1,-1,-1,"ESPN",7.83125
"418","","Kevin White","WR",0,0,0,0,0,0,0,0,57.6,837.8,4.7,-1,-1,-1,"ESPN",6.94375
"427","","Sterling Shepard","WR",0,0,0,0,0,0,0,0,67.8,850.1,4.9,-1,-1,-1,"ESPN",7.18125
"437","","Torrey Smith","WR",0,0,0,0,0,0,0,0,57.6,966.3,4.3,-1,-1,-1,"ESPN",7.625
"442","","Stefon Diggs","WR",0,0,0,0,0,4.3,27.3,0.1,64.7,805.2,3.8,-1,-1,-1,"ESPN",6.56875
"512","","Josh Gordon","WR",0,0,0,0,0,0,0,0,52.3,810.1,3.9,-1,-1,-1,"ESPN",6.50625
"612","","Willie Snead","WR",0,0,0,0,0,0,0,0,68.2,870,4.4,-1,-1,-1,"ESPN",7.05625
"712","","Vincent Jackson","WR",0,0,0,0,0,0,0,0,52.2,795.8,5.2,-1,-1,-1,"ESPN",6.8875
"812","","Tavon Austin","WR",0,0,0,0,0,43.1,218.6,1.5,66,647.4,2.4,-1,-1,-1,"ESPN",6.9375
"912","","Devin Funchess","WR",0,0,0,0,0,0,0,0,49.1,673.5,5.7,-1,-1,-1,"ESPN",6.325
"1012","","Corey Coleman","WR",0,0,0,0,0,3.7,23.6,0.1,63.6,774.3,3.7,-1,-1,-1,"ESPN",6.39375
"1112","","Travis Benjamin","WR",0,0,0,0,0,0,0,0,52.4,777.6,4.2,-1,-1,-1,"ESPN",6.54375
"1212","","Michael Thomas","WR",0,0,0,0,0,0,0,0,58.8,780.1,6.1,-1,-1,-1,"ESPN",7.1375
"1312","","Steve Smith Sr.","WR",0,0,0,0,0,0,0,0,58.2,819.5,4.1,-1,-1,-1,"ESPN",6.5375
"1412","","Markus Wheaton","WR",0,0,0,0,0,0,0,0,47,644.4,3.8,-1,-1,-1,"ESPN",5.50625
"1512","","Phillip Dorsett","WR",0,0,0,0,0,7.1,44.7,0.2,46.5,607.2,4.5,-1,-1,-1,"ESPN",5.74375
"1612","","Chris Hogan","WR",0,0,0,0,0,2,12.1,0.1,53,601.8,4.9,-1,-1,-1,"ESPN",5.6375
"1712","","Kamar Aiken","WR",0,0,0,0,0,0,0,0,49.7,618,3.7,-1,-1,-1,"ESPN",5.175
"1812","","Bruce Ellington*","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.1375
"1912","","Rishard Matthews","WR",0,0,0,0,0,0,0,0,48.4,614.6,3.3,-1,-1,-1,"ESPN",5.05
"2012","","Mohamed Sanu","WR",0,0,0,0,0,5.8,36.3,0.2,65.3,770.8,4.4,-1,-1,-1,"ESPN",6.71875
"2112","","Will Fuller","WR",0,0,0,0,0,2.2,13.7,0.1,49.5,778.5,4.9,-1,-1,-1,"ESPN",6.7125
"2212","","Tyler Boyd","WR",0,0,0,0,0,8.7,55,0.3,45.4,588.9,3.8,-1,-1,-1,"ESPN",5.51875
"2312","","Kenny Stills","WR",0,0,0,0,0,0,0,0,47.8,712.5,3.3,-1,-1,-1,"ESPN",5.66875
"2412","","Sammie Coates","WR",0,0,0,0,0,0,0,0,35.1,458.5,3.2,-1,-1,-1,"ESPN",4.04375
"2512","","Mike Wallace","WR",0,0,0,0,0,2,12.5,0.1,53.8,707.3,4.9,-1,-1,-1,"ESPN",6.24375
"2612","","Tajae Sharpe","WR",0,0,0,0,0,0,0,0,47.3,593.9,3,-1,-1,-1,"ESPN",4.79375
"2712","","Laquon Treadwell","WR",0,0,0,0,0,0,0,0,41.4,565.8,2.6,-1,-1,-1,"ESPN",4.45625
"2812","","Josh Doctson*","WR",0,0,0,0,0,0,0,0,30.6,418.3,3.2,-1,-1,-1,"ESPN",3.75
"2912","","Jaelen Strong","WR",0,0,0,0,0,0,0,0,31.6,375.6,2.8,-1,-1,-1,"ESPN",3.34375
"3012","","Terrelle Pryor","WR",0,0,0,0,0,3.7,23.6,0.1,41.8,571,3.5,-1,-1,-1,"ESPN",5
"3112","","Charles Johnson","WR",0,0,0,0,0,0,0,0,30.7,443.4,2.3,-1,-1,-1,"ESPN",3.6125
"3212","","Nelson Agholor","WR",0,0,0,0,0,0,0,0,31,383.7,2.2,-1,-1,-1,"ESPN",3.2
"3312","","Dorial Green-Beckham","WR",0,0,0,0,0,1.8,11.6,0.1,30.3,434.8,2.9,-1,-1,-1,"ESPN",3.85
"3412","","Breshad Perriman","WR",0,0,0,0,0,0,0,0,31.3,454.1,2.9,-1,-1,-1,"ESPN",3.875
"3512","","Pierre Garcon","WR",0,0,0,0,0,0,0,0,60.6,719.3,4.7,-1,-1,-1,"ESPN",6.23125
"3612","","Anquan Boldin","WR",0,0,0,0,0,0,0,0,45,592.5,2.9,-1,-1,-1,"ESPN",4.75
"3712","","Terrance Williams","WR",0,0,0,0,0,0,0,0,40.8,676.9,4.6,-1,-1,-1,"ESPN",5.925
"3812","","Jamison Crowder","WR",0,0,0,0,0,1.9,12.1,0,51.6,486.7,3.1,-1,-1,-1,"ESPN",4.3
"3912","","Kenny Britt","WR",0,0,0,0,0,0,0,0,45.7,749.1,3.4,-1,-1,-1,"ESPN",5.8875
"4012","","Chris Conley","WR",0,0,0,0,0,0,0,0,43.9,487.8,3.1,-1,-1,-1,"ESPN",4.14375
