"","id","Name","Position","PassingCompletions","PassingAttempts","PassingYards","PassingTD","Interceptions","RushingAttempts","RushingYards","RushingTD","Receptions","ReceptionYards","ReceptionTD","MiscFumTD","Misc2Point","FumblesLost","Source","PredictedPoints"
"930","","Seattle Seahawks","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",7
"1030","","Tennessee Titans","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",7
"1129","","San Francisco 49ers","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1229","","Cleveland Browns","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1329","","Arizona Cardinals","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1429","","Kansas City Chiefs","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1529","","Dallas Cowboys","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1629","","Miami Dolphins","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1729","","Jacksonville Jaguars","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1829","","Detroit Lions","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"1929","","New England Patriots","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"2029","","New Orleans Saints","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"2129","","Pittsburgh Steelers","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"2229","","Houston Texans","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",6
"2329","","Cincinnati Bengals","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",5
"2429","","Buffalo Bills","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",5
"2529","","Indianapolis Colts","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",5
"2629","","Minnesota Vikings","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",5
"2720","","Chicago Bears","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"3125","","Tampa Bay Buccaneers","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"4125","","Atlanta Falcons","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"5114","","New York Jets","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"6114","","Oakland Raiders","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"7114","","Washington Redskins","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",4
"8114","","San Diego Chargers","D",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NFL",2
"7100","16073-11612:Antonio Brown","Antonio Brown","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",20.01250076
"837","16073-31360:Odell Beckham Jr.","Odell Beckham Jr.","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.08666585
"937","16073-6894:Aaron Rodgers","Aaron Rodgers","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",19.32749939
"1037","16073-14190:Julio Jones","Julio Jones","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",19.19375038
"1130","16073-30447:Todd Gurley","Todd Gurley","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.22307645
"1230","16073-28181:Le'Veon Bell","Le'Veon Bell","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",16.53333282
"1330","16073-62497:David Johnson","David Johnson","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.36250019
"1430","16073-21939:Andrew Luck","Andrew Luck","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",20.40571376
"1530","16073-6504:Drew Brees","Drew Brees","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",21.01333415
"1630","16073-11460:Rob Gronkowski","Rob Gronkowski","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.64000041
"1730","16073-22015:Russell Wilson","Russell Wilson","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",21.51625061
"1830","16073-6589:Ben Roethlisberger","Ben Roethlisberger","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",20.34333293
"1930","16073-28643:Allen Robinson","Allen Robinson","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",16.5
"2030","16073-6893:Jordy Nelson","Jordy Nelson","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"2130","16073-16606:DeAndre Hopkins","DeAndre Hopkins","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.22500038
"2230","16073-34308:Blake Bortles","Blake Bortles","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",20.88249969
"2330","16073-6498:Tom Brady","Tom Brady","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",21.95000076
"2430","16073-6703:Adrian Peterson","Adrian Peterson","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.35624981
"2530","16073-14187:A.J. Green","A.J. Green","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.41874981
"2630","16073-24920:Devonta Freeman","Devonta Freeman","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.65999959
"2724","16073-6728:Jamaal Charles","Jamaal Charles","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.11999969
"2819","16073-11435:Dez Bryant","Dez Bryant","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.177777608
"2919","16073-32384:Mike Evans","Mike Evans","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.57333374
"3015","16073-6748:Carson Palmer","Carson Palmer","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",20.01499939
"3126","16073-38791:Ezekiel Elliott","Ezekiel Elliott","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"3219","16073-22038:Kirk Cousins","Kirk Cousins","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",19.02750015
"3319","16073-45859:Derek Carr","Derek Carr","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.76749992
"3419","16073-6759:Brandon Marshall","Brandon Marshall","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.79375076
"3518","16073-14225:Andy Dalton","Andy Dalton","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",19.32307669
"3617","16073-6639:Tony Romo","Tony Romo","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.91499996
"3716","16073-6616:Matt Ryan","Matt Ryan","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.62125015
"3816","16073-22037:Lamar Miller","Lamar Miller","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.02499962
"3915","16073-29501:Brandin Cooks","Brandin Cooks","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.22500038
"4010","16073-21980:Alshon Jeffery","Alshon Jeffery","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.63333299
"4126","16073-29358:Marcus Mariota","Marcus Mariota","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.37666702
"4217","16073-24849:Jameis Winston","Jameis Winston","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.12375069
"4317","16073-6654:Matthew Stafford","Matthew Stafford","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.95499992
"4411","16073-30298:Jordan Reed","Jordan Reed","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.33571407
"4510","16073-28095:Thomas Rawls","Thomas Rawls","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.25833321
"4610","16073-29253:Keenan Allen","Keenan Allen","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",16
"4710","16073-7659:Ryan Fitzpatrick","Ryan Fitzpatrick","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.76250076
"4810","16073-14211:Mark Ingram","Mark Ingram","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.86666616
"4910","16073-24641:Sammy Watkins","Sammy Watkins","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.52307716
"50","16073-7968:Philip Rivers","Philip Rivers","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.59250069
"5115","16073-7859:Julian Edelman","Julian Edelman","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.77777778
"5210","16073-21970:Doug Martin","Doug Martin","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.48750019
"5310","16073-6826:Eli Manning","Eli Manning","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",18.83625031
"5410","16073-6883:Larry Fitzgerald","Larry Fitzgerald","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.125
"5510","16073-14377:Tyrod Taylor","Tyrod Taylor","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",19.79285758
"5610","16073-14257:Randall Cobb","Randall Cobb","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.58749962
"5710","16073-21994:Brock Osweiler","Brock Osweiler","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.34749985
"5810","16073-6732:DeAngelo Williams","DeAngelo Williams","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.21249962
"5910","16073-31001:Amari Cooper","Amari Cooper","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.04374981
"60","16073-30968:Eddie Lacy","Eddie Lacy","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.706667074
"6115","16073-25760:Allen Hurns","Allen Hurns","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.87333374
"6210","16073-6714:Joe Flacco","Joe Flacco","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.39400024
"6310","16073-8005:Alex Smith","Alex Smith","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.38999939
"6410","16073-21952:Michael Floyd","Michael Floyd","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.793332926
"6510","16073-21941:Robert Griffin III","Robert Griffin III","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"6610","16073-54604:Jimmy Garoppolo","Jimmy Garoppolo","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",-0.064999998
"6710","16073-6803:Josh McCown","Josh McCown","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.02000046
"6810","16073-6857:Justin Forsett","Justin Forsett","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.69000015
"6910","16073-6779:LeSean McCoy","LeSean McCoy","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.55833308
"70","16073-11414:Sam Bradford","Sam Bradford","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.92142814
"7115","16073-11485:Golden Tate","Golden Tate","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.27499962
"7210","16073-11501:Eric Decker","Eric Decker","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.1799998
"7310","16073-33259:Teddy Bridgewater","Teddy Bridgewater","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.09000015
"7410","16073-22031:T.Y. Hilton","T.Y. Hilton","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.05624962
"7510","16073-7283:Jeremy Maclin","Jeremy Maclin","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.31333313
"7610","16073-38435:Jared Goff","Jared Goff","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"7710","16073-14626:Doug Baldwin","Doug Baldwin","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.36874962
"7810","16073-6898:Jay Cutler","Jay Cutler","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.83066711
"7910","16073-6735:Steve Smith Sr.","Steve Smith Sr.","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.42857143
"80","16073-6739:DeSean Jackson","DeSean Jackson","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.977778117
"8115","16073-31394:Jarvis Landry","Jarvis Landry","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.77250004
"8210","16073-30837:Jordan Matthews","Jordan Matthews","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.76249981
"838","16073-34331:Latavius Murray","Latavius Murray","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.51875019
"846","16073-10777:Arian Foster","Arian Foster","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",16.5
"855","16073-54606:John Brown","John Brown","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.66666667
"865","16073-6863:Delanie Walker","Delanie Walker","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.15999959
"873","16073-6899:Matt Forte","Matt Forte","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.82307669
"883","16073-14231:Colin Kaepernick","Colin Kaepernick","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.79999966
"893","16073-14254:DeMarco Murray","DeMarco Murray","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.82666626
"90","16073-31732:Corey Coleman","Corey Coleman","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"9114","16073-31397:Jeremy Hill","Jeremy Hill","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.17500019
"9210","16073-33076:Travis Kelce","Travis Kelce","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.59375
"938","16073-21948:Ryan Tannehill","Ryan Tannehill","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",16.86375046
"946","16073-26483:Geno Smith","Geno Smith","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",21
"955","16073-26458:Tavon Austin","Tavon Austin","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.79374981
"965","16073-44449:Willie Snead","Willie Snead","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.92666626
"973","16073-7806:Darren McFadden","Darren McFadden","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.98124981
"983","16073-6422:Gary Barnidge","Gary Barnidge","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.36250019
"993","16073-14905:Kamar Aiken","Kamar Aiken","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.993749619
"100","16073-33557:Tyler Eifert","Tyler Eifert","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.73076923
"10114","16073-6774:Pierre Garcon","Pierre Garcon","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.356249809
"10210","16073-27229:Ameer Abdullah","Ameer Abdullah","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",6.53125
"1038","16073-25079:Stefon Diggs","Stefon Diggs","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.484615619
"1046","16073-28202:Jeremy Langford","Jeremy Langford","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.106667074
"1055","16073-28473:Carlos Hyde","Carlos Hyde","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.82857186
"1065","16073-6840:Frank Gore","Frank Gore","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.02499962
"1073","16073-14339:Dion Lewis","Dion Lewis","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",14.59999956
"1083","16073-31561:Donte Moncrief","Donte Moncrief","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.831250191
"1093","16073-14194:Blaine Gabbert","Blaine Gabbert","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",17.09250069
"110","16073-7965:Antonio Gates","Antonio Gates","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11
"11114","16073-27050:Tyler Lockett","Tyler Lockett","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.743749619
"11210","16073-11864:Chris Ivory","Chris Ivory","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.51333313
"1137","16073-29500:Markus Wheaton","Markus Wheaton","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.056249619
"1146","16073-46882:Jay Ajayi","Jay Ajayi","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",4.35555564
"1155","16073-11425:Ryan Mathews","Ryan Mathews","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.807692308
"1165","16073-31061:T.J. Yeldon","T.J. Yeldon","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.49166616
"1173","16073-11512:Jimmy Graham","Jimmy Graham","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.772727273
"1183","16073-9392:Michael Crabtree","Michael Crabtree","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.79374981
"1193","16073-6566:Chris Johnson","Chris Johnson","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.472726995
"120","16073-21959:Brandon Weeden","Brandon Weeden","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",11.40333303
"12114","16073-33260:DeVante Parker","DeVante Parker","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.05000019
"12210","16073-30244:Matt Jones","Matt Jones","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.069230887
"1237","16073-6679:Matt Schaub","Matt Schaub","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.30000019
"1246","16073-22027:Nick Foles","Nick Foles","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.64363653
"1255","16073-22894:Kellen Moore","Kellen Moore","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",13.02000046
"1265","16073-14267:Ryan Mallett","Ryan Mallett","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.99142892
"1273","16073-11779:LeGarrette Blount","LeGarrette Blount","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.96666654
"1283","16073-22994:Case Keenum","Case Keenum","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.923999786
"1293","16073-31421:Zach Mettenberger","Zach Mettenberger","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",7.028571538
"130","16073-38514:Kevin White","Kevin White","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"13114","16073-8117:Danny Amendola","Danny Amendola","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.274285453
"13210","16073-11495:Brandon LaFell","Brandon LaFell","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",6.445454684
"1337","16073-8052:Rashad Jennings","Rashad Jennings","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.399999619
"1345","16073-7872:Brian Hoyer","Brian Hoyer","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",15.78545449
"1355","16073-7744:Drew Stanton","Drew Stanton","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0.143333336
"1365","16073-7778:Matt Cassel","Matt Cassel","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.229999542
"1373","16073-41806:Laquon Treadwell","Laquon Treadwell","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",0
"1383","16073-31047:AJ McCarron","AJ McCarron","QB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.17999976
"1393","16073-7953:Vincent Jackson","Vincent Jackson","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.080000305
"140","16073-6479:Anquan Boldin","Anquan Boldin","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.671428135
"14114","16073-22018:Mohamed Sanu","Mohamed Sanu","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",4.6875
"14210","16073-14317:Julius Thomas","Julius Thomas","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.208333333
"1437","16073-9421:Danny Woodhead","Danny Woodhead","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",12.69375038
"1445","16073-12903:Andrew Hawkins","Andrew Hawkins","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",5.137499809
"1455","16073-54684:Isaiah Crowell","Isaiah Crowell","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.018750191
"1465","16073-29780:Zach Ertz","Zach Ertz","TE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.853333537
"1473","16073-28900:Melvin Gordon","Melvin Gordon","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",6.557143075
"1483","16073-25837:Duke Johnson Jr.","Duke Johnson Jr.","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",8.362500191
"1493","16073-22035:Travis Benjamin","Travis Benjamin","WR",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",10.23750019
"150","16073-25290:Giovani Bernard","Giovani Bernard","RB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FanDuel",9.793749809
