"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean","cutoffHit"
"Dari",9.3351111112,9.417777778,9.28,9.555555556,2,"16939-12546","ARI","D","FanDuel","",9.555555556,5100,"ARI","MIN",FALSE,"ari",-0.267746785658435,6.83566511741186,FALSE
"Dbal",7.420444444,8.47111111,6.72,10.22222222,2,"16939-12555","BAL","D","FanDuel","",10.22222222,4400,"BAL","DAL",FALSE,"bal",-0.15451108196401,6.27390354430373,FALSE
"Dbuf",7.792,8.245,7.49,9,2,"16939-12526","BUF","D","FanDuel","",9,4300,"BUF","CIN",FALSE,"buf",0.0716620312394296,8.35039054741764,FALSE
"Dchi",6.3351111112,6.417777778,6.28,6.555555556,2,"16939-12527","CHI","D","FanDuel","",6.555555556,4100,"CHI","NYG",FALSE,"chi",-0.243607604858037,4.79182986689103,FALSE
"Dcin",6.7644444444,6.186111111,5.222222222,7.15,2,"16939-12528","CIN","D","FanDuel","",5.222222222,4500,"CIN","BUF",TRUE,"cin",0.136314764014361,7.68653809252664,FALSE
"Dcle",5.004,4.29,3.1,5.48,2,"16939-12529","CLE","D","FanDuel","",3.1,4000,"CLE","PIT",TRUE,"cle",-0.0683835175668609,4.66180887809543,FALSE
"Ddal",6.9644444444,6.311111111,5.222222222,7.4,2,"16939-12530","DAL","D","FanDuel","",5.222222222,4500,"DAL","BAL",TRUE,"dal",-0.136404477253705,6.01446304059915,FALSE
"Ddet",7.112,6.32,5,7.64,2,"16939-12532","DET","D","FanDuel","",5,4600,"DET","JAX",TRUE,"det",-0.129789083602068,6.18894003742209,FALSE
"Dgb",6.232,5.77,5,6.54,2,"16939-12533","GB","D","FanDuel","",5,4200,"GB","WAS",FALSE,"gb",0.108032344925318,6.90525757357458,FALSE
"Dind",5.3973333334,5.1233333335,4.666666667,5.58,2,"16939-12535","IND","D","FanDuel","",4.666666667,4000,"IND","TEN",TRUE,"ind",-0.068392047678291,5.02819865472648,FALSE
"Djax",4.9546666666,3.9716666665,2.333333333,5.61,2,"16939-12554","JAX","D","FanDuel","",2.333333333,4000,"JAX","DET",FALSE,"jax",-0.169385568543233,4.11541763633575,FALSE
"Dkc",9.027555556,9.68388889,8.59,10.77777778,2,"16939-12536","KC","D","FanDuel","",10.77777778,5000,"KC","TB",TRUE,"kc",-0.0105624878311507,8.93220211029471,FALSE
"Dla",7.7395555556,7.753888889,7.73,7.777777778,2,"16939-12538","LA","D","FanDuel","",7.777777778,4700,"LA","MIA",TRUE,"la",0.0541627381192649,8.15875107631746,FALSE
"Dmia",8.104,8.065,8,8.13,2,"16939-12539","MIA","D","FanDuel","",8,4800,"MIA","LA",FALSE,"mia",-0.111728536129249,7.19855194320857,FALSE
"Dmin",8.438222222,9.440555555,7.77,11.11111111,2,"16939-12540","MIN","D","FanDuel","",11.11111111,4500,"MIN","ARI",TRUE,"min",-0.113668057565563,7.47906589271869,FALSE
"Dne",7.9324444444,7.291111111,6.222222222,8.36,2,"16939-12541","NE","D","FanDuel","",6.222222222,4900,"NE","SF",FALSE,"ne",0.441320524060181,11.4331949836809,FALSE
"Dnyg",7.5111111112,7.152777778,6.555555556,7.75,2,"16939-12543","NYG","D","FanDuel","",6.555555556,4700,"NYG","CHI",TRUE,"nyg",0.522915636809654,11.4387885610612,FALSE
"Dphi",7.547555556,8.75888889,6.74,10.77777778,2,"16939-12545","PHI","D","FanDuel","",10.77777778,4300,"PHI","SEA",FALSE,"phi",-0.229379028771417,5.8163045929664,FALSE
"Dpit",7.3262222222,6.1205555555,4.111111111,8.13,2,"16939-12547","PIT","D","FanDuel","",4.111111111,4900,"PIT","CLE",FALSE,"pit",0.165882863887206,8.54151694589263,FALSE
"Dsea",9.5333333334,9.2083333335,8.666666667,9.75,2,"16939-12550","SEA","D","FanDuel","",8.666666667,5200,"SEA","PHI",TRUE,"sea",0.19941131976556,11.4343879151783,FALSE
"Dsf",4.1528888888,4.262222222,4.08,4.444444444,2,"16939-12549","SF","D","FanDuel","",4.444444444,4000,"SF","NE",TRUE,"sf",-0.256713839447349,3.08678483735792,FALSE
"Dtb",6.0542222222,6.4505555555,5.79,7.111111111,2,"16939-12551","TB","D","FanDuel","",7.111111111,4100,"TB","KC",FALSE,"tb",0.320541829155242,7.9948536874163,FALSE
"Dten",6.004,5.965,5.9,6.03,2,"16939-12534","TEN","D","FanDuel","",5.9,4200,"TEN","IND",FALSE,"ten",0.0777484109718098,6.47080145947475,FALSE
"Dwas",6.1697777778,6.4394444445,5.99,6.888888889,2,"16939-12552","WAS","D","FanDuel","",6.888888889,4300,"WAS","GB",TRUE,"was",-0.137720346078656,5.32007384701298,FALSE
"Kadamvinatieri",8.979555556,9.65388889,8.53,10.77777778,2,"16939-6668","Adam Vinatieri","K","FanDuel","",10.77777778,5000,"IND","TEN",TRUE,"adamvinatieri",0.020882857281014,9.16707433312288,FALSE
"Kandrewfranks",6.6791111112,6.632777778,6.555555556,6.71,2,"16939-62619","Andrew Franks","K","FanDuel","",6.555555556,4500,"MIA","LA",FALSE,"andrewfranks",-0.0147313873234483,6.58071853844457,FALSE
"Kcairosantos",8.810666666,9.381666665,8.43,10.33333333,2,"16939-33714","Cairo Santos","K","FanDuel","",10.33333333,4900,"KC","TB",TRUE,"cairosantos",-0.00771080253249168,8.74272935515887,FALSE
"Kcalebsturgis",7.557333334,8.723333335,6.78,10.66666667,2,"16939-30261","Caleb Sturgis","K","FanDuel","",10.66666667,4500,"PHI","SEA",FALSE,"calebsturgis",-0.0147313873234483,7.44600332952444,FALSE
"Kchandlercatanzaro",6.9511111112,6.802777778,6.555555556,7.05,2,"16939-24569","Chandler Catanzaro","K","FanDuel","",6.555555556,4500,"ARI","MIN",FALSE,"chandlercatanzaro",-0.0115568289247623,6.87077830925085,FALSE
"Kchrisboswell",7.008,6.63,6,7.26,2,"16939-32058","Chris Boswell","K","FanDuel","",6,4600,"PIT","CLE",FALSE,"chrisboswell",0.0452044107717342,7.32479251068831,FALSE
"Kcodyparkey",6.06,6.225,5.95,6.5,2,"16939-31280","Cody Parkey","K","FanDuel","",6.5,4500,"CLE","PIT",TRUE,"codyparkey",0,6.06,FALSE
"Kconnorbarth",6.312,6.195,6,6.39,2,"16939-6427","Connor Barth","K","FanDuel","",6,4500,"CHI","NYG",FALSE,"connorbarth",-0.0147313873234483,6.21901548321439,FALSE
"Kdanbailey",8.7475555556,9.133888889,8.49,9.777777778,2,"16939-14952","Dan Bailey","K","FanDuel","",9.777777778,5100,"DAL","BAL",TRUE,"danbailey",-0.0147313873234483,8.61869192657708,FALSE
"Kdancarpenter",6.7635555556,6.768888889,6.76,6.777777778,2,"16939-6810","Dan Carpenter","K","FanDuel","",6.777777778,4500,"BUF","CIN",FALSE,"dancarpenter",-0.0147313873234483,6.6639189990268,FALSE
"Kdustinhopkins",8.311111112,9.15277778,7.75,10.55555556,2,"16939-24912","Dustin Hopkins","K","FanDuel","",10.55555556,4800,"WAS","GB",TRUE,"dustinhopkins",0.158236642342081,9.62623342849484,FALSE
"Kgregzuerlein",6.676,6.985,6.47,7.5,2,"16939-22109","Greg Zuerlein","K","FanDuel","",7.5,4500,"LA","MIA",TRUE,"gregzuerlein",-0.0147313873234483,6.57765325822866,FALSE
"Kjasonmyers",6.4844444444,6.761111111,6.3,7.222222222,2,"16939-60745","Jason Myers","K","FanDuel","",7.222222222,4700,"JAX","DET",FALSE,"jasonmyers",-0.0147313873234483,6.38891958171216,FALSE
"Kjustintucker",8.805333334,9.503333335,8.34,10.66666667,2,"16939-23045","Justin Tucker","K","FanDuel","",10.66666667,5000,"BAL","DAL",FALSE,"justintucker",-0.0147313873234483,8.67561855814478,FALSE
"Kmasoncrosby",7.9146666666,8.0716666665,7.81,8.333333333,2,"16939-6897","Mason Crosby","K","FanDuel","",8.333333333,4700,"GB","WAS",FALSE,"masoncrosby",-0.0147313873234483,7.79807264639833,FALSE
"Kmattprater",8.064,8.415,7.83,9,2,"16939-6782","Matt Prater","K","FanDuel","",9,4600,"DET","JAX",TRUE,"mattprater",0.0306459182375978,8.31112868466799,FALSE
"Kmikenugent",7.1057777778,7.3994444445,6.91,7.888888889,2,"16939-6636","Mike Nugent","K","FanDuel","",7.888888889,4500,"CIN","BUF",TRUE,"mikenugent",-0.0147313873234483,7.00109981312088,FALSE
"Kphildawson",6.0648888888,6.582222222,5.72,7.444444444,2,"16939-6702","Phil Dawson","K","FanDuel","",7.444444444,4500,"SF","NE",TRUE,"phildawson",-0.0147313873234483,5.97554466150541,FALSE
"Krobbiegould",6.376,5.485,4,6.97,2,"16939-6910","Robbie Gould","K","FanDuel","",4,4500,"NYG","CHI",TRUE,"robbiegould",-0.0147313873234483,6.28207267442569,FALSE
"Krobertoaguayo",5.5066666666,5.4416666665,5.333333333,5.55,2,"16939-24882","Roberto Aguayo","K","FanDuel","",5.333333333,4500,"TB","KC",FALSE,"robertoaguayo",-0.0147313873234483,5.42554582707319,FALSE
"Kryansuccop",7.004,7.115,6.93,7.3,2,"16939-6767","Ryan Succop","K","FanDuel","",7.3,4500,"TEN","IND",FALSE,"ryansuccop",-0.0147313873234483,6.90082136318657,FALSE
"Kstephengostkowski",8.9093333334,8.4433333335,7.666666667,9.22,2,"16939-7900","Stephen Gostkowski","K","FanDuel","",7.666666667,4900,"NE","SF",FALSE,"stephengostkowski",-0.0147313873234483,8.77808649327198,FALSE
"Kstevenhauschka",9,9,9,9,1,"16939-6724","Steven Hauschka","K","FanDuel","",9,4800,"SEA","PHI",TRUE,"stevenhauschka",-0.0147313873234483,8.86741751408897,FALSE
"QBaaronrodgers",22.419555556,22.92888889,22.08,23.77777778,2,"16939-6894","Aaron Rodgers","QB","FanDuel","",23.77777778,9100,"GB","WAS",FALSE,"aaronrodgers",-0.101148872900488,20.1518427805807,FALSE
"QBajmccarron",1.635999952,4.08999988,0,8.17999976,2,"16939-31047","AJ McCarron","QB","FanDuel","",8.17999976,5900,"CIN","BUF",TRUE,"ajmccarron",0.00125364325036914,1.63805091229743,FALSE
"QBalexsmith",16.111000022,15.227500055,13.75500011,16.7,2,"16939-8005","Alex Smith","QB","FanDuel","",13.75500011,6700,"KC","TB",TRUE,"alexsmith",0.0692121670525017,17.2260772469055,FALSE
"QBalextanney",1.5920000076,3.980000019,0,7.960000038,2,"16939-23075","Alex Tanney","QB","FanDuel","",7.960000038,5000,"TEN","IND",FALSE,"alextanney",0.194433399397109,1.90153798091789,FALSE
"QBandrewluck",21.729777778,21.414444445,20.88888889,21.94,2,"16939-21939","Andrew Luck","QB","FanDuel","",20.88888889,8100,"IND","TEN",TRUE,"andrewluck",0.0467369989718507,22.7453623796689,FALSE
"QBandydalton",18.026222318,17.975555795,17.89111159,18.06,2,"16939-14225","Andy Dalton","QB","FanDuel","",17.89111159,7500,"CIN","BUF",TRUE,"andydalton",0.0222771121625727,18.4277944944456,FALSE
"QBbenroethlisberger",21.042999894,21.377499735,20.82,21.93499947,2,"16939-6589","Ben Roethlisberger","QB","FanDuel","",21.93499947,8400,"PIT","CLE",FALSE,"benroethlisberger",0.0411431896098264,21.9087760285984,FALSE
"QBblainegabbert",3.107999878,7.769999695,0,15.53999939,2,"16939-14194","Blaine Gabbert","QB","FanDuel","",15.53999939,6000,"SF","NE",TRUE,"blainegabbert",0.0149026270752262,3.15431724113168,FALSE
"QBblakebortles",18.629333252,18.92833313,18.43,19.42666626,2,"16939-34308","Blake Bortles","QB","FanDuel","",19.42666626,7200,"JAX","DET",FALSE,"blakebortles",0.0821580491640663,20.1598829292116,FALSE
"QBcarsonpalmer",16.398000092,16.35000023,16.27000046,16.43,2,"16939-6748","Carson Palmer","QB","FanDuel","",16.27000046,7400,"ARI","MIN",FALSE,"carsonpalmer",-0.194668941915694,13.2058187645569,FALSE
"QBcarsonwentz",13.920000054,13.635000135,13.16000027,14.11,2,"16939-70324","Carson Wentz","QB","FanDuel","",13.16000027,6300,"PHI","SEA",FALSE,"carsonwentz",-0.187395869311594,11.3114495430632,FALSE
"QBcasekeenum",13.165777792,13.26444448,13.1,13.42888896,2,"16939-22994","Case Keenum","QB","FanDuel","",13.42888896,6400,"LA","MIA",TRUE,"casekeenum",0.552408756642903,20.165777792,TRUE
"QBcodykessler",14.009142796,12.73285699,10.60571398,14.86,2,"16939-29587","Cody Kessler","QB","FanDuel","",10.60571398,6500,"CLE","PIT",TRUE,"codykessler",0.0254977269342638,14.3663440935955,FALSE
